user_id,engage_firstheadline,condition
1654140545823_9ej9q,0,0.5
1654140548055_56tkn,0,0.5
1654140757622_k1kya,0,0.5
1654140876304_gdpbd,1,0.5
1654140893202_mal4d,0,0.5
1654140956690_ackkn,0,-0.5
1654141077792_u6ydz,1,0.5
1654141192324_w9or3,1,0.5
1654141254649_4ewkh,0,-0.5
1654141276926_7o6ef,1,-0.5
1654141358927_y8jo1,1,-0.5
1654141368255_9eb7m,1,0.5
1654141516050_x4mf9,0,-0.5
1654141813153_bs6w6,1,-0.5
1654142270522_rwg19,1,-0.5
1654142355082_myrbr,0,0.5
1654142425036_r77gc,0,-0.5
1654142714700_pwytd,1,-0.5
1654142794285_y3v16,1,-0.5
1654142957382_7yeyl,0,-0.5
1654143016309_kf8y2,0,0.5
1654143400950_84t8l,3,0.5
1654143519251_icfxn,1,0.5
1654143788168_t8rw9,1,-0.5
1654144153207_vuhj3,0,0.5
1654144775743_yt4da,0,-0.5
1654145017143_v7hdt,1,-0.5
1654145064591_y4xvl,0,0.5
1654145340045_lfxl0,2,-0.5
1654146342348_he20s,1,0.5
1654146729157_cysfs,0,-0.5
1654146861572_ix8ig,0,0.5
1654146995645_11kpb,1,0.5
1654147778423_kn2nh,3,-0.5
1654149307037_yj4on,0,-0.5
1654150101553_fuxwi,0,0.5
1654150146980_ozgln,0,0.5
1654150494404_neu5z,3,0.5
1654150502195_6deku,1,0.5
1654151680364_olu54,0,0.5
1654151873004_ctuyn,1,0.5
1654152302066_6cjre,0,0.5
1654152710127_i6782,0,-0.5
1654152718508_w45jg,0,-0.5
1654152757528_20jex,1,0.5
1654153702440_l6ghl,0,-0.5
1654154060091_05l6w,1,-0.5
1654154332781_s4tcu,1,0.5
1654155056208_120vi,1,0.5
1654155697136_snq0x,0,-0.5
1654155841933_q38qa,1,-0.5
1654155858467_y1v4s,0,-0.5
1654156513835_9mzld,1,0.5
1654158392195_qw3t2,1,-0.5
1654158821669_wyf4i,1,-0.5
1654160472917_dnxt9,0,-0.5
1654160783882_244hs,2,0.5
1654161111335_k7r3w,0,-0.5
1654161143779_j9ydv,0,0.5
1654161285815_qpr3x,1,0.5
1654161352189_86c7r,1,-0.5
1654161794967_m1ubk,1,0.5
1654162369242_87lu6,0,0.5
1654164976840_gpqym,2,-0.5
1654165038282_l0ezq,0,0.5
1654166113861_5n4nr,0,0.5
1654167022372_p3c82,1,-0.5
1654167392143_9t9ha,0,-0.5
1654167396743_8fsdk,1,-0.5
1654167551930_vpvtm,0,0.5
1654167832614_r2kae,1,0.5
1654169003555_h6brx,0,0.5
1654169728254_rkybw,1,0.5
1654169889410_nq2at,0,-0.5
1654170117534_9o9ad,0,0.5
1654170151945_lwt1j,3,0.5
1654170217392_vbxqk,0,-0.5
1654170292123_dberp,0,0.5
1654170297204_m5ttd,0,-0.5
1654170471716_wgd4q,0,0.5
1654170780617_sl3jg,0,0.5
1654170877923_xmr0w,1,-0.5
1654170969054_id5kj,1,0.5
1654171501678_gape7,1,-0.5
1654171920652_mwcer,0,-0.5
1654172173067_57zuw,1,-0.5
1654172473890_279eo,0,0.5
1654172561861_9bukv,1,-0.5
1654172698257_imo32,1,0.5
1654173320544_5yyx9,1,0.5
1654173333162_udy2j,1,0.5
1654173413052_7m1p2,0,-0.5
1654173468603_4605z,0,0.5
1654173507903_w3mpz,0,-0.5
1654173649002_5l8k5,0,0.5
1654173762663_ddb11,1,-0.5
1654173872637_l7c99,2,-0.5
1654173881330_kp89j,1,0.5
1654173918882_itpob,1,-0.5
1654174041518_o4x63,1,-0.5
1654174045269_5dvz0,0,-0.5
1654174048524_91lcp,0,-0.5
1654174061363_lcrrx,1,-0.5
1654174288150_diqei,0,0.5
1654174640685_d0sp6,0,-0.5
1654174820358_6kcml,0,-0.5
1654174939085_elx21,0,-0.5
1654175037626_aw65z,1,-0.5
1654175266291_rz4pm,0,0.5
1654175295719_jhxj4,0,-0.5
1654175332707_nhgf0,2,0.5
1654175358821_p0c6a,0,-0.5
1654175445046_p1r8t,0,-0.5
1654175801039_krd7l,0,-0.5
1654175803253_7rxen,0,-0.5
1654175835787_rynj5,1,-0.5
1654175893507_6rc49,0,-0.5
1654175926110_jgutn,0,-0.5
1654175979028_ym3gj,0,-0.5
1654176431444_8bcu9,0,0.5
1654176556483_klczj,1,0.5
1654176613148_k4cgn,0,0.5
1654177456744_2cvfb,0,-0.5
1654177887616_k98yj,0,-0.5
1654177983653_h2cyc,0,-0.5
1654178041837_pjmou,0,-0.5
1654178549925_iuyf5,1,-0.5
1654178577206_p7fht,2,-0.5
1654178662031_xhojb,1,0.5
1654178772987_jwopr,1,-0.5
1654178796833_sx4l1,0,-0.5
1654178876636_btaro,0,-0.5
1654178937097_bbmf9,1,0.5
1654179008477_olaci,0,0.5
1654179074689_repnx,0,-0.5
1654179120008_97bbn,0,-0.5
1654179124318_r29fb,0,0.5
1654179182436_kzpnn,0,-0.5
1654179335956_sshjb,0,0.5
1654179381551_skpnp,0,0.5
1654179393394_rcnlh,0,0.5
1654179425467_skvnw,1,0.5
1654179532906_w932c,0,-0.5
1654179548537_vf1mt,0,0.5
1654179758415_u2hn3,1,-0.5
1654179771919_w32u8,1,-0.5
1654180002011_3ljsw,1,-0.5
1654180073120_ykj6w,0,-0.5
1654180399702_h4be0,0,-0.5
1654180590395_2y1ep,1,0.5
1654180966582_gt4up,0,0.5
1654181721306_z3y0h,0,0.5
1654181825385_jbz5m,1,0.5
1654182620101_ijozf,0,0.5
1654188780441_sd0sa,1,0.5
1654193892571_9c0p5,0,0.5
